Time_Series_ID,Time_Step,Channel_0,Channel_1,Channel_2
0,0,0.40876284,0.514311,0.43982452
0,1,0.60159665,0.4700332,0.59108824
0,2,0.3951568,0.5241593,0.37863684
0,3,0.6281135,0.4737631,0.63093394
0,4,0.36896604,0.52219427,0.35220906
0,5,0.6484163,0.47835875,0.6548971
0,6,0.34906614,0.5093539,0.33513582
0,7,0.6598058,0.49976146,0.6658052
0,8,0.3424124,0.49552888,0.33017328
0,9,0.65972966,0.50458765,0.67072386
0,10,0.3442239,0.48696956,0.3281601
0,11,0.6550527,0.5197079,0.6676493
0,12,0.35482907,0.4804134,0.3373194
0,13,0.6376123,0.5179948,0.6545573
0,14,0.3798146,0.47478002,0.35091338
0,15,0.6170724,0.5262459,0.6377509
0,16,0.39781702,0.4681169,0.37423334
0,17,0.5907569,0.52687776,0.60916805
0,18,0.4418144,0.4660724,0.40754274
0,19,0.5474486,0.53372717,0.5673471
0,20,0.47227994,0.4599768,0.45860046
0,21,0.5183641,0.54310524,0.5219297
0,22,0.51353675,0.459368,0.5011095
0,23,0.47058263,0.5374583,0.4770064
0,24,0.5559649,0.4611359,0.55207276
0,25,0.4343425,0.54235095,0.42562175
0,26,0.5917721,0.46014178,0.5953438
0,27,0.39659074,0.53135365,0.3913882
0,28,0.62357736,0.47086558,0.62579435
0,29,0.3704455,0.5245095,0.36389917
0,30,0.6447299,0.48057225,0.6514366
0,31,0.3460636,0.50805646,0.3432977
0,32,0.66641307,0.50107455,0.66244036
0,33,0.33405998,0.4969445,0.33453706
0,34,0.6655385,0.5045936,0.67157865
0,35,0.33907056,0.4906108,0.32978213
0,36,0.65872824,0.51421344,0.66471165
0,37,0.35271528,0.48418346,0.33979475
0,38,0.641673,0.5173943,0.6497023
0,39,0.37473765,0.47916317,0.35495514
0,40,0.62030554,0.52657914,0.62654537
0,41,0.399495,0.46572804,0.38822538
0,42,0.589659,0.5339069,0.5888576
0,43,0.4395387,0.45998597,0.42727727
0,44,0.5507358,0.5372852,0.55714476
0,45,0.4743518,0.4617278,0.4600167
0,46,0.5108433,0.53694576,0.5097226
0,47,0.52382654,0.46108246,0.51086676
1,0,0.69333595,0.48590323,0.598521
1,1,0.30360773,0.5466838,0.3679815
1,2,0.72633994,0.42473665,0.64201975
1,3,0.25954515,0.58410186,0.3300378
